"Pot.ID","Population","Line","Replicate","Treatment","pot.labelled.","Labelled.Pot.Weight..g.","Pot...dry.Soil.Weight..g.","Soil.Added.Weight..g.","Soil.Mix.Batch.Number.x","Pot...wet.soil.weight..g.","Water.weight..g.","H20.g....soil..g.","First.Calc.of.FC.weight","oven.dried.soil..g.","oven.dried.soil...empty.pot..W0.","g.H20.at.FC..wf.W0.equivalent.","Notes.x","Soil.Mix.Batch.Number.y","Emergence","notes.x","Bolting","Flowering","Wilted_Died","Leaf_Collected","FreshWt_g","SatWt_g","DriedWt_g","Notes.y","LeafArea","LeafPerimeter","Scale..pixels.cm.","Notes.1","SLA","LDMC","RWC","LeafNum_.07222021","Notes.x","LeafNum_08262021","NumRemoved_08262021","RosetteLeafNum_10042021","StalkLeafNum_10042021","notes.y","RosetteLeafNum_bolt","notes.1","RosetteLeafNum_Flower","StalkLeafNum_Flower","notes.2","Harvest.Date","RosetteLeafNum","FreshRosetteG","DryRosetteG","FreshReproG","DryReproG","FreshRootG","DryRootG","Notes.y","Root_to_Shoot","Repro_to_Ros","IJ_FruitCount","FruitCounter","BranchStructure","LatBranches","PrimaryStalks","Height_cm","TotFruit","FruitCollected","FruitColLocation","DoneFlwr","NumFlwrLeft","Notes","FruitColWt_mg","SeedColWt_mg","ScanPosition","ScanPhotoName","IJ_SeedCount","SeedCounter","Notes2"
"B15-2-C","BELM","15","2","Current","yes","6.696","56.8767","50.1807","8","175.68","118.80","2.37","121.14","22.93","29.63",144.02,"","8","6/30/2021","","9/19/2021","10/4/2021","","10/4/2021",0.1772,0.1901,0.0128,"",7.174,23.755,"","",560.46875,0.0673329826407154,0.927241962774958,6,"",14,"n",21,13,"19 on lateral shoots",NA,"",NA,NA,"flowererd 10/4","11/17/2021",21,"-",0.21264,"-",2.0927,"-",NA,"",NA,9.84151617757712,1069,"TM","bent",11,18,63.5,"1195",10,"14,16,18,20,22,24,26,28,30,32","n","3","3 primarystalks were noted as tiny",16.36,11.01,"1","5",475,"CC",""
"B15-2-CF","BELM","15","2","Current/Future","yes","6.792","56.4345","49.6425","4","182.39","125.96","2.54","119.84","22.68","29.48",142.47,"","4","6/28/2021","","9/13/2021","9/23/2021","","9/23/2021",0.0286,0.0427,0.005,"",1.545,7.278,"","",309,0.117096018735363,0.625994694960212,6,"",16,"n",25,20,"15 on lateral shoots",NA,"",NA,NA,"flowered 9/23","11/3/2021",25,"0.3846",0.07726,"1.0924",0.33051,"-",NA,"",NA,4.2778928294072,231,"TM","bent",10,4,17,"257",9,"13,14,15,19,21,20,2 on sides","y","0","",14.8,10.07,"10","9",348,"SB",""
"B15-2-F","BELM","15","2","Future","yes","6.642","56.3126","49.6706","2","174.51","118.20","2.38","119.91","22.70","29.34",142.55,"","2","6/28/2021","","9/17/2021","9/27/2021","","9/27/2021",0.0469,0.0557,0.0056,"no scale in photo; open",2.747,11.012,"","",490.535714285714,0.100538599640934,0.82435129740519,10,"",21,"n",34,28,"",NA,"",NA,NA,"flowered 9/27","11/3/2021",33,"1.2005",0.16374,"1.2909",0.3576,"-",NA,"",NA,2.18395016489557,321,"TM","straight",11,8,NA,"",9,"10,14,17,22,24,4 from sides","n","2","fruit count of 274 was last recorded but that was not full count b/c error. Maybe 356 fruits? Value for toal fruits will need to be removed because not certain. 7 primary stalks noted as tiny",18.32,11.5,"2","11",413,"SB",""
"B2-1-C","BELM","2","1","Current","yes","6.755","57.2028","50.4478","7","177.68","120.48","2.39","121.79","23.05","29.81",144.78,"","7","7/6/2021","","9/23/2021","10/14/2021","","10/14/2021",0.0663,0.0777,0.0055,"",4.191,14.443,"","",762,0.0707850707850708,0.842105263157895,2,"",6,"n",16,5,"",NA,"",16,18,"4 on 2 lateral shoots","11/17/2021",13,"-",0.0946,"-",1.0427,"-",NA,"",NA,11.0221987315011,494,"TM","leaning",6,10,50,"552",10,"5,7,9,11,13,15,17,19,21,24","y","0","",19.75,12.8,"2","8",597,"EA",""
"B2-1-CF","BELM","2","1","Current/Future","yes","6.589","56.5809","49.9919","7","176.44","119.86","2.40","120.69","22.84","29.43",143.48,"","7","7/8/2021","just rather late. Cotelydons not yet open.","-","","","",NA,NA,NA,"dried after vern",NA,NA,"","",NA,NA,NA,2,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-1-F","BELM","2","1","Future","yes","6.495","56.5036","50.0086","4","178.15","121.65","2.43","120.73","22.85","29.35",143.52,"","4","7/4/2021","","9/28/2021","10/9/2021","","10/9/2021",0.0288,0.0334,0.0028,"",1.935,8.108,"","",691.071428571429,0.0838323353293413,0.849673202614379,4,"",6,"n",16,8,"",NA,"",16,12,"","11/12/2021",15,"0.2138",0.04141,"1.2845",0.31232,"-",NA,"6 of the leaves were already very dried",NA,7.54213957981164,195,"TM","bent",8,5,36,"223",9,"16,24,26,28,30,34 from sides","y","0","4 primary stalks counted as inty, one not counted noted as no flower",12.68,7.88,"1","3",401,"CH",""
"B2-2-C","BELM","2","2","Current","yes","6.837","56.6555","49.8185","4","175.53","118.87","2.39","120.27","22.76","29.60",142.98,"need to be careful pots that are R/B different but overlapping numbers because the labels look rather similar.","4","8/12/2021","suuuuper slow. Not sure it will survive.","-","","","",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-2-CF","BELM","2","2","Current/Future","yes","6.678","57.0628","50.3848","4","180.65","123.59","2.45","121.64","23.02","29.70",144.6,"","4","8/3/2021","quite a late bloomer. Into vernalization.","-","","","",NA,NA,NA,"dried up in spring",NA,NA,"","",NA,NA,NA,0,"",2,"n",NA,NA,"dead after vern",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B2-2-F","BELM","2","2","Future","yes","6.643","56.8945","50.2515","7","173.89","117.00","2.33","121.31","22.96","29.61",144.22,"","7","7/1/2021","","9/27/2021","10/10/2021","-","10/10/2021",0.0213,0.0273,0.0036,"in fridge for 48 hours",1.269,6.078,"","",352.5,0.131868131868132,0.746835443037975,4,"",9,"n",20,7,"",NA,"",20,10,"","11/7/2021",20,"0.2557",0.04862,"1.1015",0.23047,"-",NA,"",NA,4.74023035787742,165,"TM","bent",8,6,32.5,"174",10,"7,13,15,18,21,25,27,29,2 on sides","y","0","5 primary stalks noted as tiny; 1 additional branch with no flowers",12.78,7.74,"5","6",423,"EA",""
"B3-1-C","BELM","3","1","Current","ues","6.886","56.6058","49.7198","3","177.62","121.01","2.43","120.03","22.72","29.61",142.7,"","3","6/30/2021","","9/20/2021","10/6/2021","","10/6/2021",0.1622,0.1791,0.0121,"",8.12,20,"","",671.074380165289,0.0675600223338917,0.898802395209581,6,"",14,"n",21,13,"8 on lateral branches",NA,"",NA,NA,"flowered 10/6","11/17/2021",22,"-",0.28557,"-",2.0467,"-",NA,"",NA,7.16706937003187,1009,"SB","bent",7,13,57.5,"1135",11,"10,12,14,17,19,22,24,26,29,31,33","n","48","2 of the primary stalks were noted as tiny, there were 2 additional primary stalks with no flowers that are not counted in the 13",21.01,14.17,"5","5",561,"CC","SB recounted 1009 fruits on 8/15/2024. that is a big difference from the initial 829 (TX). Changed to my value"
"B3-1-CF","BELM","3","1","Current/Future","yes","6.186","56.3731","50.1871","3","183.34","126.97","2.53","121.16","22.93","29.12",144.04,"","3","6/29/2021","","9/13/2021","9/27/2021","","9/27/2021",0.0438,0.0548,0.0071,"no scale in photo",2.164,8.027,"","",304.788732394366,0.12956204379562,0.769392033542977,6,"",17,"n",22,33,"20 on lateral",NA,"",NA,NA,"flowered 9/27","11/2/2021",24,"0.6705",0.10614,"1.2424",0.33205,"-",NA,"",NA,3.12841530054645,168,"TM","leaning",6,4,20.3,"196",10,"10,11,12,14,15,16,18,21,24,26","y","0","",15.26,9.95,"7","10",418,"SB",""
"B3-1-F","BELM","3","1","Future","yes","6.686","56.6778","49.9918","4","180.83","124.15","2.48","120.69","22.84","29.53",143.48,"","4","6/27/2021","","9/21/2021","10/4/2021","","10/4/2021",0.026,0.0327,0.0039,"leaf a bit wrinkled back in the lab",1.486,7.352,"","",381.025641025641,0.119266055045872,0.767361111111111,9,"",21,"n",30,21,"",NA,"",NA,NA,"flowered 10/4","11/6/2021",30,"0.4133",0.11301,"0.9169",0.26541,"-",NA,"",NA,2.34855322537828,172,"TM","leaning",10,7,27,"185",10,"10,15,17,19,21,23,25,27,29,31","y","0","6 primary stalks noted as tiny",14.58,8.63,"5","10",375,"SB","SB recounted 374 seeds in 8/2024"
"B3-2-C","BELM","3","2","Current","yes","6.506","56.7993","50.2933","2","183.14","126.34","2.51","121.42","22.98","29.49",144.34,"","2","6/29/2021","","9/19/2021","10/8/2021","","10/8/2021",0.1547,0.1748,0.0128,"",7.155,18.589,"","",558.984375,0.0732265446224256,0.875925925925926,6,"",16,"n",25,7,"10 on lateral shoots",NA,"",25,21,"20 leaves on lateral shoots","11/16/2021",22,"-",0.36903,"-",2.0327,"-",NA,"",NA,5.50822426361,1033,"TM","bent",7,13,66.5,"1136",10,"13,15,17,19,21,23,25,29,31,33","n","26","",19.49,12.73,"8","6",599,"CC",""
"B3-2-CF","BELM","3","2","Current/Future","yes","6.636","56.583","49.947","5","183.08","126.50","2.53","120.58","22.82","29.46",143.35,"","5","6/28/2021","","9/13/2021","9/26/2021","","9/26/2021",0.0423,0.055,0.0056,"collected twice; no scale in photo",2.189,8.074,"","",390.892857142857,0.101818181818182,0.742914979757085,7,"",18,"n",24,29,"box around it; 5 on lateral shoots",NA,"",NA,NA,"flowered 9/26","11/2/2021",23,"0.554",0.09834,"0.9186",0.27883,"-",NA,"",NA,2.83536709375636,140,"TM","leaning",8,2,26,"163",10,"11,12,13,14,15,17,19,21,24,26","y","0","1 primary stalk was noted as tiny",16.39,10.4,"8","10",402,"SB","old count (no initials) was 415"
"B3-2-F","BELM","3","2","Future","yes","7.486","57.6126","50.1266","2","183.38","125.77","2.51","121.01","22.91","30.39",143.86,"","2","6/28/2021","","9/20/2021","9/30/2021","","9/30/2021",0.0411,0.0514,0.0052,"called bolting again on 9/20/21 (originally was 9/17/2021. spreadsheet now says 9/20)",2.303,9.26,"","",442.884615384615,0.101167315175097,0.777056277056277,8,"",20,"n",30,20,"",NA,"",NA,NA,"flowered 9/30","11/4/2021",33,"0.9439",0.14996,"0.8884",0.24363,"-",NA,"",NA,1.62463323552947,185,"TM","straight",10,10,12.5,"199",9,"7,10,13,15,17,19,22,27,35","n","7","6 primary stalks noted as tiny",18.44,11.18,"2","3",521,"CH","SB recounted 510 in 8/2024"
"B4-1-C","BELM","4","1","Current","yes","6.54","56.0913","49.5513","4","181.26","125.17","2.53","119.62","22.64","29.18",142.21,"","4","","genotype. Could be environment or bad seeds","-","","","",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B4-1-CF","BELM","4","1","Current/Future","yes","6.795","57.1139","50.3189","8","181.98","124.87","2.48","121.48","22.99","29.79",144.41,"","8","7/11/2021","new emergent on 8/3/2021! This one is in the study until it dies.","-","","","",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B4-1-F","BELM","4","1","Future","yes","6.689","56.9614","50.2724","2","177.89","120.93","2.41","121.36","22.97","29.66",144.28,"","2","7/5/2021","no cotelydons yet on 7/13","-","-","7/22/2021","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B4-2-C","BELM","4","2","Current","yes","6.439","56.7674","50.3284","4","174.66","117.89","2.34","121.50","23.00","29.44",144.44,"","4","8/6/2021","emerged this day according to pictures. Could have been a few days before. Cotelydons open in the image.","9/29/2021","10/19/2021","","10/19/2021",0.0199,0.0244,0.0012,"",1.366,7.289,"","",1138.33333333333,0.0491803278688525,0.806034482758621,0,"empty; no toothpick in image",2,"n",13,5,"",NA,"",11,10,"6 on lateral shoots","11/17/2021",9,"-",0.02211,"-",0.2456,"-",NA,"9 more leaves by primary shoots",NA,11.1080958842153,166,"TM","leaning",3,11,36.5,"189",10,"6,8,10,12,14,16,18,20, + 2 on sides","n","4","6 of the primary stalks were noted as tiny",14.71,8.8,"1","7",501,"CC",""
"B4-2-CF","BELM","4","2","Current/Future","yes","6.831","56.3715","49.5405","5","172.82","116.45","2.35","119.60","22.64","29.47",142.18,"","5","7/22/2021","!!!!! Woah","9/21/2021","10/3/2021","","10/3/2021",0.0061,0.0081,0.00086,"dried on 10^-5 scale",0.544,3.991,"","",632.558139534884,0.106172839506173,0.723756906077348,2,"new emergent!!! What?",4,"n",14,13,"",NA,"",NA,NA,"flowered 10/3","11/6/2021",13,"0.0625",0.01236,"0.5316",0.11175,"-",NA,"",NA,9.04126213592233,141,"TM","leaning",5,1,29.7,"149",10,"11,19,22,24,26+5 on sides","y","0","",8.27,4.25,"4","8",328,"EA",""
"B4-2-F","BELM","4","2","Future","yes","6.797","56.5809","49.7839","8","169.31","112.73","2.26","120.19","22.75","29.55",142.88,"","8","","genotype. Could be environment or bad seeds; not noted as empty in my check on 7/7 but is on 7/13","-","-","-","-",NA,NA,NA,"dead after vern",NA,NA,"","",NA,NA,NA,0,"",0,"y",NA,NA,"",NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B8-1-C","BELM","8","1","Current","yes","6.523","56.3853","49.8623","8","178.87","122.48","2.46","120.37","22.78","29.31",143.1,"","8","6/29/2021","","9/17/2021","10/5/2021","","10/5/2021",0.2671,0.287,0.0189,"removed 1 leaf 9/30",12.156,21.105,"","",643.174603174603,0.0658536585365854,0.925773964938456,6,"",16,"n",22,19,"41 on lateral shoots",NA,"",NA,NA,"flowered on 10/5","11/13/2021",35,"2.6862",0.42973,"8.49",2.6249,"-",NA,"conservative leaf number count is 23",NA,6.10825401996602,1023,"TM","bent",7,17,63,"1093",10,"10,12,14,16,19,21,23,25,27,29","n","116","side branch is broken",21.41,12.4,"10","6",544,"CC",""
"B8-1-CF","BELM","8","1","Current/Future","yes","6.511","56.1295","49.6185","4","167.04","110.91","2.24","119.79","22.67","29.18",142.4,"","4","6/28/2021","","9/16/2021","9/30/2021","","9/30/2021",0.0409,0.095,0.0051,"marked bolting again on 9/16/21 (originally was 9/13. spreadsheet ways 9/16 now)",2.366,8.49,"","",463.921568627451,0.0536842105263158,0.398220244716351,5,"",13,"n",21,31,"31 on lateral shoots",NA,"",NA,NA,"flowered 9/30","11/13/2021",23,"0.6625",0.1046,"1.5166",0.3913,"-",NA,"",NA,3.74091778202677,208,"TM","straight",6,12,15.5,"200",9,"10,11,12,13,16,19,22,2 from sides","y","0","6 primary stalks noted as tiny; siliques moldy",16.09,10.55,"9","9",425,"SB",""
"B8-1-F","BELM","8","1","Future","yes","6.961","57.0628","50.1018","8","171.24","114.18","2.28","120.95","22.89","29.86",143.79,"","8","6/27/2021","","9/25/2021","10/6/2021","","10/6/2021",0.0795,0.0914,0.0093,"",3.662,11.657,"","",393.763440860215,0.101750547045952,0.855054811205847,9,"",22,"n",34,10,"",NA,"",34,0,"","11/6/2021",32,"0.8507",0.20809,"1.6154",0.53131,"-",NA,"",NA,2.55327021961651,300,"TM","straight",11,13,17.5,"335",10,"7,9,15,17,19,21,23,25,27,29","y","0","branches bent; 4 primary stalks noted as tiny; siliques moldy",15.46,10.17,"2","9",419,"SB",""
"B8-2-C","BELM","8","2","Current","yes","6.398","55.9712","49.5732","6","180.23","124.26","2.51","119.68","22.65","29.05",142.27,"","6","6/28/2021","","9/26/2021","10/10/2021","","10/10/2021",0.2812,0.3114,0.0199,"removed 2 leaves 9/30; in fridge for 48 hours",12.115,25.126,"","",608.793969849246,0.0639049454078356,0.896397941680961,6,"",16,"n",25,6,"19 on lateral shoots",NA,"",25,44,"8 lateral shoots with `7 leaves each","11/16/2021",34,"-",0.55686,"-",2.0611,"-",NA,"conservative leaf number count is 28",NA,3.70128937255325,665,"TM","bent",8,16,61.5,"885",10,"8,11,15,17,21,23,25,28,30,32","n","110","",25.87,15.72,"11","4",543,"SB",""
"B8-2-CF","BELM","8","2","Current/Future","yes","6.815","57.0114","50.1964","2","183.13","126.12","2.51","121.18","22.94","29.75",144.06,"","2","6/29/2021","","9/14/2021","9/30/2021","","9/30/2021",0.0462,0.0571,0.0059,"photo labelled as B8-2-C initially (fixed?",2.436,8.967,"","",412.881355932203,0.103327495621716,0.787109375,6,"",14,"n",23,37,"18 on lateral shoots",NA,"",NA,NA,"flowered 9/30","11/2/2021",23,"0.5789",0.10183,"1.063",0.28475,"-",NA,"",NA,2.79632721202003,144,"TM","straight",9,5,17,"177",9,"5,7,10,11,12,,14,16,18,20","n","1","some branches are bent; 1 primary stalk noted as tiny",14.61,9.55,"4","10",418,"SB","old count (no initials) was 362"
"B8-2-F","BELM","8","2","Future","yes","7.409","57.667","50.258","4","182.57","124.90","2.49","121.33","22.97","30.37",144.24,"","4","6/27/2021","","10/6/2021","10/13/2021","","10/13/2021",0.0323,0.0365,0.0034,"",1.816,7.498,"","",534.117647058824,0.0931506849315069,0.873111782477342,9,"",20,"n",32,0,"",NA,"",31,11,"miscount? Or one up stalk","11/9/2021",30,"0.2739",0.10445,"0.5313",0.17835,"-",NA,"",NA,1.7075155576831,104,"TM","leaning",7,9,22.5,"127",10,"3,5,7,9,11,13,15,17,19,21","n","4","a small lean; 8 primary stalks noted as tiny; siliques moldy (really just one)",17.96,11.86,"7","9",521,"SB",""
"R11-1-C","RODA","11","1","Current","yes","7.064","57.1468","50.0828","7","175.88","118.73","2.37","120.91","22.89","29.95",143.74,"","7","6/29/2021","","10/17/2021","10/29/2021","","10/29/2021",0.1516,0.169,0.0141,"",NA,NA,"","MISSING",NA,0.0834319526627219,0.887669464170433,6,"",14,"n",32,0,"",38,"",NA,NA,"","12/16/2021",35,"-",0.33439,"-",2.7061,"-",NA,"",NA,8.09264631119352,1192,"EA","bent",11,14,73,"1322",10,"3,5,8,11,13,18,20,22,24,26","n","111","could keep going, 2 open",28.18,19.15,"7","6",658,"EA",""
"R11-1-CF","RODA","11","1","Current/Future","yes","6.805","57.0068","50.2018","7","177.21","120.20","2.39","121.19","22.94","29.74",144.08,"","7","6/29/2021","","10/5/2021","10/22/2021","","10/22/2021",0.0501,0.0561,0.0061,"",2.491,9.591,"","",408.360655737705,0.10873440285205,0.88,6,"",12,"n",30,0,"",NA,"check leaf envelope",33,10,"flowered 10/22","11/13/2021",32,"0.2922",0.09865,"0.8506",0.2224,"-",NA,"",NA,2.25443487075519,102,"TM","straight",9,1,25,"138",10,"6,8,10,12,4,14,16,18,20,22","y","0","one additional primary stalk noted as no flwr; 1 additional branch with no flowers",18.71,11.8,"4","4",484,"","KB assumed"
"R11-1-F","RODA","11","1","Future","yes","6.463","56.9176","50.4546","7","177.76","120.84","2.40","121.80","23.06","29.52",144.8,"","7","6/28/2021","","10/19/2021","10/26/2021","","10/26/2021",0.0703,0.0815,0.0086,"",3.307,10.522,"","",384.53488372093,0.105521472392638,0.84636488340192,7,"",14,"n",36,0,"",45,"",NA,NA,"","11/18/2021",43,"-",0.23935,"-",0.26755,"-",NA,"",NA,1.1178190933779,79,"TM","straight",9,1,26,"115",10,"7,9,10,12,14,16,18,20,22,24","y","0","; 1 additional branch with no flowers",16.51,10.3,"1","9",469,"SB",""
"R11-2-C","RODA","11","2","Current","yes","6.345","56.1374","49.7924","6","191.15","135.01","2.71","120.21","22.75","29.10",142.9,"","6","6/28/2021","","10/17/2021","10/28/2021","","10/28/2021",0.1213,0.1306,0.0117,"",4.763,14.203,"","",407.094017094017,0.0895865237366003,0.921783010933558,6,"",12,"n",29,0,"",38,"",NA,NA,"","12/16/2021",31,"-",0.32511,"-",1.8575,"-",NA,"",NA,5.71345083202608,748,"CC","bent",11,10,65,"835",10,"3,5,7,9,11,14,16,18,20,22","n","66","could keep going, 1 open; 1 primary stalk counted as tiny",27.58,17.99,"5","3",669,"CH",""
"R11-2-CF","RODA","11","2","Current/Future","yes","6.51","56.0741","49.5641","3","180.4","124.33","2.51","119.66","22.65","29.16",142.25,"","3","6/28/2021","","10/9/2021","10/13/2021","","10/13/2021",0.052,0.057,0.0056,"",2.544,9.88,"","",454.285714285714,0.0982456140350877,0.90272373540856,4,"",12,"n",31,0,"",34,"",NA,NA,"","11/13/2021",30,"0.5607",0.13357,"0.9545",0.2527,"-",NA,"",NA,1.89189189189189,101,"TM","leaning",9,1,29.5,"130",10,"7,9,11,13,15,18,20,22,24,26","y","0","",20.01,12.85,"3","8",515,"EA",""
"R11-2-F","RODA","11","2","Future","yes","6.471","56.3859","49.9149","5","175.13","118.74","2.38","120.50","22.81","29.28",143.26,"","5","6/27/2021","","10/17/2021","10/26/2021","","10/26/2021",0.093,0.1043,0.0104,"",4.359,12.506,"","",419.134615384615,0.099712368168744,0.879659211927582,8,"",18,"n",42,0,"",48,"",NA,NA,"","11/18/2021",45,"-",0.23688,"-",0.34426,"-",NA,"",NA,1.45330969267139,109,"TX","straight",10,5,28.5,"172",10,"3,5,7,9,11,13,15,17,19,21","y","0","4 primary stalks noted as tiny",22.28,15.09,"2","4",532,"","KB assumed"
"R15-1-C","RODA","15","1","Current","yes","6.6","57.0005","50.4005","6","182.57","125.57","2.49","121.67","23.03","29.63",144.65,"","6","6/28/2021","","10/18/2021","10/29/2021","","10/29/2021",0.2035,0.2256,0.018,"",7.04,17.086,"","",391.111111111111,0.0797872340425532,0.89354527938343,6,"",15,"n",32,0,"",39,"",NA,NA,"","12/9/2021",33,"-",0.54998,"-",2.4718,"-",NA,"",NA,4.49434524891814,401,"CC","bent",11,12,49,"827",10,"3,4,8,10,13,15,17,19,21,22","n","108","has buds; 2 additional primary stalks noted as no flower",25.25,17.65,"9","2",632,"",""
"R15-1-CF","RODA","15","1","Current/Future","yes","6.509","56.0896","49.5806","8","172.11","116.02","2.34","119.69","22.66","29.17",142.3,"","8","6/29/2021","","10/8/2021","10/26/2021","","10/26/2021",0.0363,0.0497,0.0113,"handwriting for dried is difficult to decipher",1.82,6.92,"","",161.061946902655,0.227364185110664,0.651041666666667,6,"",14,"n",35,0,"",36,"",NA,NA,"","12/16/2021",29,"-",0.18599,"-",0.23028,"-",NA,"",NA,1.23813108231625,103,"CC","straight",7,9,2,"124",10,"all small from multiple branches","y","0","main stalk is not the tallest stalk because it didn't really grow. Main stalk is 2cm, longest stalk is 10.5 cm. Going to use an 2 because that is the main stalk but should be removed as an outlier; 4 primary stalks noted as tiny",5.74,1.01,"8","1",277,"",""
"R15-1-F","RODA","15","1","Future","yes","6.445","56.8443","50.3993","2","178.89","122.05","2.42","121.67","23.03","29.48",144.65,"","2","6/27/2021","","10/18/2021","10/28/2021","7/26/2021","10/28/2021",0.0619,0.071,0.0076,"no 10/13",2.793,10.142,"","",367.5,0.107042253521127,0.856466876971609,8,"",20,"n",31,30,"",44,"counted 43 on 10/18",NA,NA,"","11/24/2021",45,"-",0.17648,"-",0.20337,"-",NA,"",NA,1.15236854034451,71,"TX","straight",11,11,17.5,"110",10,"1,3,5,7,9,11,13,15,17,1 from side","y","0","10 primary stalks noted as tiny + 1 not counted noted as no flower",15.49,9.62,"9","8",350,"EA",""
"R15-2-C","RODA","15","2","Current","yes","6.945","57.1679","50.2229","mix","197.61","140.44","2.80","121.25","22.95","29.89",144.14,"","mix","6/29/2021","","10/14/2021","10/30/2021","","10/30/2021",0.1059,0.1179,0.0095,"",4.538,13.912,"","",477.684210526316,0.0805767599660729,0.88929889298893,4,"",10,"n",24,0,"",28,"",NA,NA,"","12/2/2021",24,"-",0.21804,"-",1.3397,"-",NA,"",NA,6.1442854522106,580,"SB","bent",7,14,52.5,"611",10,"5,10,12,14,16,19,21,24,26,28","n","20","and leaning; 5 primary stalks counted as tiny",26.6,16.84,"3","1",586,"","SB recounted 580 fruit on 8/15/2024; old was TX count of 935 from ImageJ"
